smiles,drug,uniport
COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C,DB01425,P14416
COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,DB15685,P07949
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,Q9P0X4
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,Q02641
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,Q13936
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,O43497
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,O95180
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,Q08289
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,Q13698
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,O00305
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,O60840
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,P54284
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,DB01388,Q01668
COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,DB00439,P04035
COCC1=CC=CC(C[C@H](O)\C=C\[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)=C1,DB16315,P35408
COCC1=CC=CC(C[C@H](O)\C=C\[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)=C1,DB16315,P34995
COCC1=CC=CC(C[C@H](O)\C=C\[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)=C1,DB16315,P43116
COCC1=CC=CC(C[C@H](O)\C=C\[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)=C1,DB16315,P43115
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,DB00264,P08588
COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,DB06480,Q13639
COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,DB01129,P20648
COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,DB09026,P00797
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,Q02641
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,Q13936
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,Q08289
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,Q13698
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,O00305
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,O60840
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,P54284
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,Q01668
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,Q00975
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,Q13936
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,Q01668
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,O60840
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,Q13698
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,Q02641
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,Q08289
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,P54284
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,O00305
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,DB09232,O00555
COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1,DB00616,P08473
COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(O)=O,DB11623,P08473
COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,DB00530,P00533
COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,DB00530,O75469
COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1,DB01382,P48048
COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5,DB09049,P35372
CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1,DB11853,P30968
CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1,DB11611,P20701
CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,DB08828,Q99835
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,DB00533,P35354
CS(=O)(=O)C1=CC=C(OC2=CC(=CC(F)=C2)C#N)C2=C1[C@H](O)[C@H](F)[C@@H]2F,DB15463,Q99814
CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,DB01259,P04626
CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,DB01259,P00533
CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,DB04743,P35354
CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,DB04880,Q14432
CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,DB01284,Q01718
CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,DB06441,Q9H244
FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F,DB11942,O14980
FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,DB04908,P08908
FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,DB04908,P21917
FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,DB04908,P28223
FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1,DB12978,P07333
FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,DB01496,P47869
FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,DB01496,P31644
FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,DB01496,P48169
FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,DB01496,P34903
FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,DB01496,Q16445
FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,DB01496,P14867
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P14867
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P47869
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P34903
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P48169
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P31644
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,Q16445
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P18505
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P47870
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P28472
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,O14764
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P78334
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,Q8N1C3
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,P18507
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,Q99928
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,O00591
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DB00801,Q9UN88
FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12,DB08827,P55157
FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,DB01195,Q14524
FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,DB01195,P35499
FC(F)OC(F)C(F)(F)F,DB01189,P23415
FC(F)OC(F)C(F)(F)F,DB01189,P03886
FC(F)OC(F)C(F)(F)F,DB01189,P42261
FC(F)OC(F)C(F)(F)F,DB01189,Q09470
FC(F)OC(F)C(F)(F)F,DB01189,P14867
FC(F)OC(F)C(F)(F)F,DB01189,P47869
FC(F)OC(F)C(F)(F)F,DB01189,P34903
FC(F)OC(F)C(F)(F)F,DB01189,P48169
FC(F)OC(F)C(F)(F)F,DB01189,P31644
FC(F)OC(F)C(F)(F)F,DB01189,Q16445
FC(F)OC(F)C(F)(F)F,DB01189,P18505
FC(F)OC(F)C(F)(F)F,DB01189,P47870
FC(F)OC(F)C(F)(F)F,DB01189,P28472
FC(F)OC(F)C(F)(F)F,DB01189,O14764
FC(F)OC(F)C(F)(F)F,DB01189,P78334
FC(F)OC(F)C(F)(F)F,DB01189,Q8N1C3
FC(F)OC(F)C(F)(F)F,DB01189,P18507
FC(F)OC(F)C(F)(F)F,DB01189,Q99928
FC(F)OC(F)C(F)(F)F,DB01189,O00591
FC(F)OC(F)C(F)(F)F,DB01189,Q9UN88
FC(F)OC(F)C(F)(F)F,DB01189,P98194
FC(F)OC(F)C(F)(F)F,DB01189,O75185
FC(F)OC(F)C(F)(F)F,DB01189,P20020
FC(F)OC(F)C(F)(F)F,DB01189,Q01814
FC(F)OC(F)C(F)(F)F,DB01189,Q16720
FC(F)OC(F)C(F)(F)F,DB01189,P23634
FC(F)OC(F)C(F)(F)F,DB01189,O14983
FC(F)OC(F)C(F)(F)F,DB01189,P16615
FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,DB01656,P27815
FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,DB01656,Q07343
FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,DB01656,Q08493
FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,DB01656,Q08499
FC1=C(F)C=C(CN2CCC(CC2)NC2=CC=C(N=N2)C(F)(F)F)C=C1,DB12579,P14416
FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,DB00450,P35348
FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,DB00450,P14416
FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,DB01100,Q12809
FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,DB01100,P35462
FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,DB01100,P14416
FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,DB04842,P14416
FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,DB01430,P05023
FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,DB06144,P28223
FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,DB06144,P28335
FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,DB06144,P14416
FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,DB06144,P50406
FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,DB09074,P09874
FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,DB09074,Q9UGN5
FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,DB09074,Q9Y6F1
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P14867
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P47869
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P34903
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P48169
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P31644
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,Q16445
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P18505
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P47870
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P28472
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,O14764
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P78334
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,Q8N1C3
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,P18507
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,Q99928
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,O00591
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,Q9UN88
FC1=CN(C2CCCO2)C(=O)NC1=O,DB09256,P04818
FC1=CNC(=O)NC1=O,DB00544,P04818
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P23415
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P42261
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P14867
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P47869
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P34903
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P48169
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P31644
FCOC(C(F)(F)F)C(F)(F)F,DB01236,Q16445
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P18505
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P47870
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P28472
FCOC(C(F)(F)F)C(F)(F)F,DB01236,O14764
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P78334
FCOC(C(F)(F)F)C(F)(F)F,DB01236,Q8N1C3
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P18507
FCOC(C(F)(F)F)C(F)(F)F,DB01236,Q99928
FCOC(C(F)(F)F)C(F)(F)F,DB01236,O00591
FCOC(C(F)(F)F)C(F)(F)F,DB01236,Q9UN88
FCOC(C(F)(F)F)C(F)(F)F,DB01236,Q96ER9
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P98194
FCOC(C(F)(F)F)C(F)(F)F,DB01236,O75185
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P20020
FCOC(C(F)(F)F)C(F)(F)F,DB01236,Q01814
FCOC(C(F)(F)F)C(F)(F)F,DB01236,Q16720
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P23634
FCOC(C(F)(F)F)C(F)(F)F,DB01236,O14983
FCOC(C(F)(F)F)C(F)(F)F,DB01236,P16615
N[C@]1(C[C@H]([18F])C1)C(O)=O,DB13146,Q8WY07
N[C@]1(C[C@H]([18F])C1)C(O)=O,DB13146,Q15758
N[C@]1(C[C@H]([18F])C1)C(O)=O,DB13146,Q9UM01
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P08588
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P08913
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P18825
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P35348
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P18089
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P35368
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P07550
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P25100
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,P13945
N[C@@H](CC(N)=O)C(O)=O,DB00174,Q9H2H9
N[C@@H](CC(N)=O)C(O)=O,DB00174,Q96QD8
N[C@@H](CC(N)=O)C(O)=O,DB00174,Q99624
N[C@@H](CC(N)=O)C(O)=O,DB00174,Q969I6
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DB00451,P10828
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DB00451,P10827
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DB00451,P05106
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DB00451,P06756
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,DB00279,P10828
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,DB00279,P10827
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,DB01235,P21728
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,DB01235,P21918
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,DB01235,P21917
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,DB01235,P35462
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,DB01235,P14416
N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O,DB01055,P34896
N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O,DB01055,P13500
N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DB00509,P10828
N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DB00509,P10827
N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=NC=CC=C23)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1,DB12457,Q16602
N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DB08877,O60674
N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DB08877,P52333
N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DB08877,P23458
N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DB08877,P29597
NC(=N)NC(=N)NCCC1=CC=CC=C1,DB00914,Q13131
NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,DB00594,P51168
NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,DB00594,P37088
NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,DB00594,P51172
NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,DB00594,P51170
NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,DB01018,P08913
NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,DB00496,P20309
NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,DB06413,Q01959
NC(=O)C1=C2NCC[C@@H](C3CCN(CC3)C(=O)C=C)N2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,DB15035,Q06187
NC(=O)C1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]4(CC(=O)CC[C@@]34O)C2=C1O,DB12543,P35372
NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,DB11793,P09874
NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,DB11793,Q9UGN5
NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,DB06684,P31645
NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DB00811,P20839
NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,DB00035,P37288
NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,DB00035,P30518
NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,DB00035,P47901
NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,DB00745,Q01959
NC(=O)N[C@@H](CCC(O)=O)C(O)=O,DB06775,P31327
NC(=O)N1C2=C(C[C@H](O)C3=C1C=CC=C3)C=CC=C2,DB14575,Q99571
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,DB00564,P35498
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,DB00564,Q9Y5Y9
